,代码,名称,收入同比%%,利润同比%%,营业利润率%%,市销率,市净率,市现率,市盈(动),总金额,量比,细分行业,地区,振幅%%,均价,内盘,外盘,内外比,买量,卖量,未匹配量,流通股本(万),流通市值,AB股总市值,强弱度%%,活跃度,每笔均量,每笔换手,财务更新,上市日期,总股本(万),B股(或A),H股,总资产(万),净资产,少数股权,资产负债率%%,流动资产,固定资产,无形资产,流动负债,公积金,存货,应收帐款,营业收入,营业成本,营业利润,投资收益,利润总额,税后利润,净利润,未分利润,经营现金流,总现金流,股东人数,人均持股,人均市值,换手%%,涨速%%,最低,昨收,最高,每股收益,每股净资,调整后净资,每股公积,每股未分配,权益比,净益率%%,销售毛利率%%,今开,净利润率%%,total1,total2,total3,total4
37,000043,中航地产,-17.9,-325.29,-7.22,3.29,1.6,-7.11,,216822096.0,0.76,全国地产,深圳,13.01,8.21,108386.0,155803.0,0.7,0.0,18179.0,,66696.14,53.09,         53.09亿,-8.89,3341.0,79.0,0.0012,20150821.0,19940928.0,66696.14,0.0,0.0,2230940.0,332692.41,76936.25,81.64,1672104.38,14395.57,2178.71,1009308.31,44666.5,1278667.5,44960.48,161340.75,116889.52,-11654.92,53.75,-11773.63,-13651.0,-11143.55,201231.34,-74634.88,32272.9,26117.0,25537.0,20.33万,3.96,0.0,7.96,8.84,9.11,-0.167㈡,4.99,0.0,0.67,3.02,14.91,         -3.35㈡,27.55,8.05,-6.91,,17959067.0,,427.3745
38,000045,深纺织Ａ,31.67,135.43,2.8,7.23,2.07,1046.53,292.96,138630864.0,0.8,纺织,深圳,12.8,8.8,79878.0,77723.0,1.03,94.0,23.0,,40556.39,35.97,         44.93亿,-1.89,2513.0,63.0,0.0015,20150828.0,19940815.0,50652.17,4943.02,0.0,281181.53,217454.88,0.0,22.66,167494.5,79165.5,4121.62,44591.73,158513.0,26257.75,21991.64,62099.32,58813.8,1737.2,4759.18,2517.59,766.8,766.8,1447.31,429.31,-46029.3,24710.0,16413.0,14.56万,3.89,1.6,8.3,9.14,9.47,0.015㈡,4.29,0.0,3.13,0.03,77.34,          0.35㈡,5.29,8.3,1.23,82374941.0288,2333806.699,10537.7712,298.551
39,000046,泛海控股,48.55,159.91,55.46,25.53,5.52,9.85,41.51,610612160.0,1.49,全国地产,深圳,16.82,11.57,313254.0,214714.0,1.46,193568.0,884.0,,454933.41,547.74,        548.70亿,9.92,3066.0,172.0,0.0004,20150828.0,19940912.0,455731.19,0.0,0.0,10111917.0,994812.63,343499.41,86.76,8792317.0,56080.71,3347.96,4841816.5,204942.05,4267698.0,146575.22,214950.95,90314.21,119213.47,12839.87,119689.2,88809.31,66100.36,230125.42,557085.44,1797528.25,63230.0,71949.0,86.63万,1.16,0.41,10.19,11.06,12.05,0.145㈡,2.18,0.0,0.45,0.5,9.84,          6.64㈡,57.98,10.22,30.75,419745674.67,103343791.74,22736.6874,5597.9028
40,000048,康达尔,68.55,2489.12,16.09,7.41,13.78,32.71,31.63,287170048.0,0.86,饲料,深圳,17.65,24.73,55609.0,60502.0,0.92,53.0,1258.0,,38606.83,90.15,         91.24亿,-2.85,3296.0,35.0,0.0009,20150828.0,19941101.0,39076.87,0.0,0.0,208751.05,66212.18,9754.55,63.61,140158.94,34974.19,13330.65,129322.76,4269.85,32417.55,4041.58,123202.65,77001.11,19828.13,365.98,20059.96,14813.44,14422.92,21513.6,27897.68,20167.81,21708.0,17785.0,41.53万,3.01,-0.55,22.1,24.3,26.39,0.369㈡,1.69,0.0,0.11,0.55,31.72,         21.78㈡,37.5,22.1,11.71,6602795.7115,4613398.205,2851.4445,1992.315
41,000049,德赛电池,69.77,32.56,5.18,1.99,9.25,63.53,32.82,139390544.0,0.79,电气设备,深圳,11.25,36.05,19925.0,18738.0,1.06,780.0,511.0,,20524.36,75.49,         75.49亿,2.94,1966.0,20.0,0.001,20150825.0,19950320.0,20524.36,0.0,0.0,326852.78,81626.15,21939.65,68.31,297849.25,16308.05,4673.93,216290.84,816.93,47110.69,154628.95,379877.94,342024.34,19694.24,1219.9,19771.76,15722.17,11498.82,55940.13,11882.8,-3887.13,26679.0,7693.0,28.30万,1.88,0.43,34.0,36.1,38.06,0.560㈡,3.98,0.0,0.04,2.73,24.97,         14.09㈡,9.96,34.6,3.03,10727308.2396,11309106.188,2477.5818,2611.954
42,000050,深天马Ａ,6.58,32.5,0.46,3.0,1.86,18.39,29.91,189096704.0,0.8,元器件,深圳,12.87,14.09,67550.0,66658.0,1.01,43.0,1449.0,,57422.05,78.09,        153.92亿,-5.34,2648.0,51.0,0.0009,20150823.0,19950315.0,113173.84,0.0,0.0,1788467.0,828210.94,41442.59,51.37,744936.56,730091.25,97567.18,507758.09,696756.06,149459.36,225039.05,513780.56,429019.19,2343.62,-200.55,27571.76,25785.96,25727.9,19461.53,83675.77,235625.02,42661.0,13460.0,18.31万,2.34,-0.72,13.2,14.53,15.07,0.227㈡,7.32,0.0,6.16,0.17,46.31,          3.11㈡,16.5,13.74,5.01,53493047.97,24573536.58,2335.6719,1072.9566
43,000055,方大集团,39.78,25.87,6.31,3.9,3.55,-16.31,43.66,72872640.0,0.69,其他建材,深圳,9.66,6.12,59844.0,59283.0,1.01,37.0,295.0,,42017.94,24.87,         44.81亿,-3.61,2091.0,57.0,0.0014,20150829.0,19960415.0,75690.99,33595.12,0.0,404475.84,126231.22,5844.72,67.35,305815.88,48320.89,9733.21,251443.66,7909.92,104386.65,135812.56,115011.55,94048.71,7254.65,154.78,6032.93,4416.1,5131.75,37859.8,-27471.2,10974.57,45341.0,9267.0,5.49万,2.84,-1.66,5.83,6.21,6.43,0.068㈡,1.67,0.0,0.1,0.5,31.21,          4.07㈡,18.23,5.9,4.46,17659415.1744,2386407.456,1085.8242,146.733
44,000056,深国商,356.26,108.16,-6.04,32.43,2.89,348.24,349.3,133839664.0,0.91,房产服务,深圳,10.0,20.52,31214.0,33999.0,0.92,12.0,477.0,,14305.55,29.83,         55.27亿,-0.17,1676.0,39.0,0.0027,20150826.0,19960708.0,26508.14,12161.73,0.0,789204.56,190966.06,102452.96,62.82,13228.85,5848.73,131.47,218718.38,2430.87,1536.43,7529.47,17042.34,4047.26,-1029.53,0.0,867.84,867.84,791.14,149434.06,1587.1,185.82,20534.0,6967.0,14.53万,4.56,0.24,19.1,21.11,21.21,0.030㈡,7.2,0.0,0.09,5.64,24.2,          0.41㈡,76.25,19.21,4.64,275669152.808,15160619.5976,10419.619,573.0343
45,000058,深 赛 格,18.48,-7.28,19.21,17.64,4.6,-67.03,94.65,213878432.0,0.77,元器件,深圳,11.75,8.71,124618.0,121066.0,1.03,0.0,5384.0,,53831.1,45.33,         66.08亿,-8.98,3501.0,70.0,0.0013,20150829.0,19961226.0,78479.89,24646.13,0.0,249594.63,143590.38,20101.01,34.42,122358.88,3882.9,105.83,83259.75,50654.34,41353.53,13577.34,37455.51,31730.39,7195.7,545.18,7218.72,5206.58,3490.61,4120.58,-9858.78,-22678.46,67495.0,7976.0,6.72万,4.56,0.0,8.42,9.36,9.52,0.044㈡,1.83,0.0,0.65,0.05,57.53,          2.43㈡,15.29,8.51,9.32,23624131.7295,2124050.3013,4290.4845,385.7583
46,000059,*ST华锦,-21.43,132.02,1.45,0.6,1.17,2.0,21.58,147265184.0,0.75,石油加工,辽宁,4.59,6.46,107586.0,120289.0,0.89,0.0,7804.0,,120050.17,76.95,        102.52亿,-3.98,2587.0,88.0,0.0007,20150818.0,19970130.0,159944.25,0.0,0.0,3039676.0,879008.31,56206.73,69.23,986052.19,1518023.0,154939.59,1623549.25,635281.5,444975.0,24893.07,1702948.0,1449070.88,24760.92,575.34,36481.3,27666.03,23749.15,55823.51,513568.94,-74040.88,68625.0,17494.0,11.21万,1.9,0.0,6.41,6.75,6.72,0.148㈡,5.5,0.0,3.97,0.35,28.92,          2.70㈡,14.91,6.41,1.39,65596208.08,19484323.16,1660.581,493.2495
47,000060,中金岭南,-19.33,1.4,3.12,3.55,3.23,64.25,74.45,763981056.0,0.82,铅锌,深圳,10.39,10.55,407422.0,316458.0,1.29,62880.0,655.0,,206142.25,222.02,        238.30亿,1.9,4027.0,180.0,0.0009,20150826.0,19970123.0,221262.8,0.0,0.0,1546198.0,736788.31,52341.6,48.96,415422.72,451255.66,334500.59,526099.38,147467.63,204534.91,27411.6,671465.69,602232.13,20981.5,3442.61,21296.18,16670.46,16002.97,323008.25,37089.39,25242.9,171664.0,12008.0,12.93万,3.51,0.18,9.81,10.68,10.92,0.072㈡,3.33,0.0,0.67,1.46,47.65,          2.17㈡,10.31,10.0,2.38,115114441.1,15461980.0,16529.389,2220.2
48,000061,农 产 品,3.15,45.46,8.61,27.95,5.0,49.4,273.24,291547072.0,0.79,农业综合,深圳,8.7,14.45,123575.0,78234.0,1.58,5.0,568.0,,160768.09,229.58,        242.33亿,-3.42,2913.0,69.0,0.0004,20150829.0,19970110.0,169696.41,0.0,0.0,1469859.13,484906.84,130410.25,58.14,232305.72,364479.94,304334.69,577647.25,260958.8,283.45,7674.36,86697.97,42124.4,7460.74,2216.04,12934.51,7944.52,4434.31,35846.01,49051.51,-16574.17,56298.0,28557.0,40.78万,1.26,-0.83,13.6,14.95,14.9,0.026㈡,2.86,0.0,1.54,0.21,32.99,          0.91㈡,51.41,14.04,5.11,401624308.681,20636822.1852,62730.4392,3223.3032
49,000062,深圳华强,-67.85,-52.51,35.09,33.51,7.77,-671.4,59.26,571438272.0,1.06,商贸代理,深圳,15.67,28.91,103208.0,94478.0,1.09,761.0,24.0,,66694.96,197.42,        197.42亿,-2.71,3702.0,53.0,0.0008,20150818.0,19970130.0,66694.97,0.0,0.0,413841.19,254065.72,6964.36,36.93,144263.52,38896.3,19468.6,86498.03,68.14,49504.1,2984.85,58910.26,30729.36,20673.93,10033.98,21269.56,16414.25,16656.47,146946.27,-2940.4,8998.4,31054.0,21477.0,63.57万,2.96,0.13,27.68,30.76,32.5,0.250㈡,3.81,0.0,0.0,2.2,61.39,          6.56㈡,47.84,27.68,28.27,24524228.9194,11455124.1392,11699.1092,5464.5856
50,000063,中兴通讯,21.76,43.2,0.17,1.5,2.0,45.52,21.24,1826960384.0,1.09,通信设备,深圳,6.93,16.5,626317.0,480980.0,1.3,110629.0,2649.0,,336230.25,559.49,        560.69亿,1.36,4103.0,270.0,0.0008,20150827.0,19971118.0,412504.97,0.0,75550.25,11314359.0,3432547.25,183020.0,68.04,8817713.0,712322.19,138187.7,6370621.0,881222.69,2161815.25,2638126.5,4589879.0,3042674.75,7634.3,36226.8,214238.8,183218.59,161558.5,1233961.88,150788.59,26858.5,194677.0,17271.0,28.74万,3.29,0.24,15.7,16.59,16.85,0.392㈡,8.32,0.0,2.14,2.99,30.34,          4.71㈡,33.71,15.75,3.52,240316985.16,178201154.25,11883.5676,8811.9675
51,000065,北方国际,-2.85,47.61,5.37,4.94,3.61,-12.92,54.1,163342224.0,0.71,建筑施工,深圳,14.64,24.87,31979.0,33708.0,0.95,408.0,356.0,,25340.18,59.7,         64.64亿,-8.91,2441.0,27.0,0.0011,20150812.0,19980605.0,27437.17,0.0,0.0,605140.69,179057.45,20162.35,67.08,512061.44,13672.95,61726.98,403690.69,91439.47,37933.78,98957.6,130843.55,116912.36,7024.93,69.12,7073.81,6108.53,5974.43,53686.01,-50028.18,14440.4,18733.0,13527.0,31.87万,2.59,-0.08,23.55,26.17,27.38,0.230㈡,6.53,0.0,3.33,1.96,29.59,          3.34㈡,10.65,24.28,4.57,32738111.329,14692815.9532,3229.77,1449.516
52,000066,长城电脑,-7.11,-23.74,-1.31,0.87,11.5,-47.75,,0.0,0.0,电脑设备,深圳,0.0,21.54,0.0,0.0,,0.0,0.0,,132357.02,285.1,        285.10亿,1.06,0.0,,,20150829.0,19970626.0,132359.39,0.0,0.0,3815046.5,248005.92,574739.38,78.43,2914864.75,334270.97,96927.59,2563307.0,62200.51,1037616.38,1079819.38,3267680.25,2994377.0,-42949.75,50744.06,-29241.4,-40418.05,-10498.66,58877.05,-59707.71,-5642.4,82006.0,16140.0,34.77万,0.0,,,21.54,,-0.079㈡,1.87,0.0,0.47,0.44,6.5,         -4.23㈡,8.36,,-0.32,,,,
53,000068,*ST华赛,-29.55,24.03,-169.3,563.34,16.35,-329.29,,219232656.0,1.07,元器件,深圳,5.59,9.57,62451.0,166650.0,0.37,0.0,17929.0,,89667.14,85.27,         95.73亿,-3.94,1171.0,196.0,0.0022,20150828.0,19970611.0,100667.14,0.0,0.0,63707.63,58553.36,2443.92,4.25,33784.3,20068.76,4159.33,2650.99,119427.15,382.82,6426.52,1699.4,1372.67,-2877.12,-235.99,-2858.82,-2858.82,-2171.46,-177311.91,-2907.26,17680.77,25752.0,34819.0,33.11万,2.56,0.0,9.51,10.01,10.07,-0.022㈡,0.58,0.0,1.19,-1.76,91.91,         -3.71㈡,19.23,9.51,-127.78,,605859.5613,,810.9177
54,000069,华侨城Ａ,-25.27,-26.08,21.4,5.85,2.05,389.87,21.03,1354036352.0,1.55,旅游景点,深圳,10.7,8.11,1043876.0,626484.0,1.67,243030.0,2764.0,,311246.41,254.6,        594.80亿,1.67,4099.0,408.0,0.0013,20150820.0,19970910.0,727134.25,0.0,0.0,9666571.0,2894626.75,387111.13,66.05,6716093.5,1529803.75,455081.91,3709453.5,61811.61,4927558.5,53318.82,1016133.31,489090.16,217501.3,21932.38,218851.72,160018.55,141441.8,1893924.25,15256.25,-134799.5,176650.0,17619.0,14.41万,5.37,-0.12,7.53,8.13,8.4,0.195㈡,3.98,0.0,0.09,2.6,29.94,          4.89㈡,51.87,7.67,13.92,203287988.13,74142599.57,5354.238,1952.782
55,000070,特发信息,50.77,45.21,4.62,3.93,4.08,-139.25,59.0,210339904.0,0.93,通信设备,深圳,13.15,17.12,60355.0,62502.0,0.97,0.0,3110.0,,25857.63,42.85,         44.90亿,-8.93,3321.0,37.0,0.0014,20150825.0,20000511.0,27100.0,0.0,0.0,275058.94,109971.0,20153.84,52.69,180341.36,46928.05,12131.41,127569.02,60129.26,60444.85,84137.1,114166.57,95185.96,5276.62,55.4,5535.77,4684.33,3805.78,19248.75,-3224.74,-11641.25,28487.0,9077.0,15.04万,4.75,0.0,16.57,18.41,18.99,0.140㈡,4.06,0.0,2.22,0.71,39.98,          3.46㈡,16.63,16.62,3.33,16228477.46,4571479.5828,2528.15,712.167
56,000078,海王生物,14.97,4.16,1.52,1.6,5.16,-20.25,78.34,489639232.0,0.85,生物制药,深圳,12.7,11.98,200358.0,208490.0,0.96,0.0,3736.0,,73076.79,83.89,         86.39亿,-8.97,3931.0,104.0,0.0014,20150825.0,19981218.0,75251.38,0.0,0.0,1141511.63,167332.45,38885.48,81.93,963948.81,65510.88,27481.97,928550.0,159374.75,109561.27,495654.59,539596.75,466288.56,8212.0,35.27,8879.28,8605.66,5513.56,-69642.68,-42652.21,10539.65,90970.0,8033.0,9.22万,5.59,-0.08,11.48,12.76,13.1,0.073㈡,2.22,0.0,2.12,-0.93,14.66,          3.29㈡,13.59,11.81,1.02,89426021.0942,13481252.3503,6571.9426,990.7409
57,000088,盐 田 港,-12.54,-30.25,147.7,113.81,2.65,548.35,44.07,195617360.0,1.16,港口,深圳,13.69,6.78,139872.0,148707.0,0.94,185.0,1285.0,,194214.56,137.5,        137.51亿,9.98,2700.0,107.0,0.0006,20150816.0,19970728.0,194220.0,0.0,0.0,732046.06,518210.84,0.0,29.21,162334.38,15724.6,19203.13,24259.5,71086.15,0.0,2533.65,12082.17,5802.93,17845.01,15445.36,17940.52,16712.15,15602.54,186734.73,2507.65,-39949.98,89216.0,21769.0,15.41万,1.49,0.99,6.2,6.5,7.09,0.080㈡,2.67,0.0,0.37,0.96,70.79,          3.01㈡,51.97,6.42,129.14,32261269.8642,4699735.7052,6059.625,882.75
58,000089,深圳机场,4.52,72.56,19.99,8.89,1.32,22.14,30.32,298840192.0,0.99,机场,深圳,8.13,6.51,251850.0,207143.0,1.22,592.0,449.0,,205067.45,131.24,        131.25亿,-0.78,3299.0,139.0,0.0007,20150821.0,19980420.0,205076.95,0.0,0.0,1257051.38,992125.0,2406.13,20.88,255175.34,781287.69,24441.05,247730.42,280275.28,524.55,57052.96,147671.47,106623.46,29514.05,-19.4,29570.3,22135.74,21644.86,436748.06,59269.32,2489.15,93261.0,21989.0,14.07万,2.24,-0.62,6.22,6.52,6.75,0.120㈡,4.84,0.0,1.37,2.13,78.92,          2.18㈡,27.8,6.3,14.66,38113797.8416,7919423.694,3979.1968,826.812
59,000090,天健集团,54.09,543.68,10.06,2.67,1.83,-20.15,16.53,190015344.0,0.9,建筑施工,深圳,12.53,12.97,81044.0,65479.0,1.24,2900.0,212.0,,55253.07,72.99,         72.99亿,-0.43,2739.0,53.0,0.001,20150825.0,19990721.0,55253.07,0.0,0.0,1093174.75,398048.53,1002.27,63.5,808862.5,15918.9,10806.17,626086.25,75115.02,504639.31,40286.37,273820.25,215220.34,27553.99,141.92,28551.06,22076.65,22075.76,133560.44,-36223.0,-26393.3,31081.0,17777.0,23.48万,2.65,-0.15,12.2,13.41,13.88,0.400㈡,7.2,0.0,1.36,2.42,36.41,          5.55㈡,21.4,12.71,8.06,18070178.6175,13894251.0725,1206.5247,927.7029
60,000096,广聚能源,11.53,169.29,45.76,13.64,3.56,87.27,19.37,204074416.0,0.66,石油贸易,深圳,14.93,14.39,72400.0,69438.0,1.04,1557.0,5.0,,51084.8,70.24,         72.60亿,-5.21,3602.0,39.0,0.0008,20150829.0,20000724.0,52800.0,0.0,0.0,234573.16,203758.38,1952.1,12.3,138495.2,8362.58,12762.32,26238.77,35111.43,2756.82,320.48,53228.18,46395.7,24357.7,20955.07,24352.65,18821.15,18735.67,82702.2,8318.78,26108.23,59078.0,8647.0,11.89万,2.78,-1.43,13.36,14.67,15.55,0.355㈡,3.86,0.0,0.66,1.57,86.86,          9.20㈡,12.84,13.36,35.2,4543682.1092,3133897.4176,1360.5488,938.4064
61,000099,中信海直,-3.88,-1.23,18.9,13.95,2.88,-67.21,47.59,436207936.0,0.75,空运,深圳,13.47,13.19,175672.0,155016.0,1.13,65.0,5890.0,,60607.03,78.73,         78.73亿,-6.88,3987.0,83.0,0.0014,20150818.0,20000731.0,60607.03,0.0,0.0,452754.34,273086.38,3116.18,39.0,122773.1,278370.19,1522.22,59839.55,103327.21,34667.35,55597.21,56423.13,38727.26,10662.3,0.0,11231.51,8431.15,8271.07,89762.49,-11713.07,-24167.01,56679.0,10693.0,13.89万,5.46,-0.3,12.7,14.11,14.6,0.136㈡,4.51,0.0,1.7,1.48,60.32,          3.03㈡,31.36,12.7,14.66,21546579.0406,5749980.118,3746.7607,999.871
62,000100,TCL 集团,6.6,10.02,2.88,1.11,2.11,11.07,15.91,1584954112.0,1.11,家用电器,广东,7.4,4.16,1956657.0,1848998.0,1.06,382739.0,14363.0,,899541.56,379.61,        515.88亿,1.78,4526.0,841.0,0.0009,20150814.0,20040130.0,1222454.88,0.0,0.0,11230920.0,2449163.0,1102410.38,68.38,6474778.0,2180807.75,238886.52,5418512.0,527703.31,1068021.38,1498157.13,4668383.5,3830756.5,134387.2,62482.2,237313.5,208895.3,162139.3,593039.06,466001.31,381592.16,658740.0,13655.0,5.76万,4.23,1.44,3.95,4.19,4.26,0.140㈡,2.0,0.0,0.43,0.49,21.81,          6.62㈡,17.94,4.0,3.47,178683937.2,44923680.0,6039.5951,1518.44
63,000150,宜华健康,430.09,-83.59,1.0,55.97,14.41,99.69,10428.33,0.0,0.0,医疗保健,广东,0.0,52.7,0.0,0.0,,0.0,0.0,,32400.0,170.75,        235.99亿,1.06,0.0,,,20150826.0,20000807.0,44780.48,0.0,0.0,387027.28,163784.3,98.45,57.66,306331.56,5843.93,724.4,155881.45,98907.35,242487.38,20800.1,42164.1,31393.06,422.42,0.0,485.0,211.6,113.15,18342.24,23673.13,-1867.95,14204.0,22810.0,120.21万,0.0,,,52.7,,0.003㈡,3.66,0.0,2.21,0.41,42.32,          0.07㈡,25.55,,0.27,4036048194.84,,1780637.3475,
64,000151,中成股份,-42.61,-16.51,17.37,10.22,5.66,-22.49,37.91,559042368.0,0.93,商贸代理,北京,15.74,18.91,140108.0,155497.0,0.9,0.0,3555.0,,26654.4,48.14,         53.45亿,-8.95,4051.0,73.0,0.0027,20150822.0,20000906.0,29598.0,0.0,0.0,277933.5,94400.61,682.0,65.79,255443.3,3436.16,1775.09,182401.88,44202.65,10214.21,10929.75,52292.55,40183.44,9082.69,0.0,9082.69,7040.91,7050.25,9355.28,-23765.88,-35665.94,32874.0,8108.0,14.64万,11.09,0.0,18.06,20.07,21.22,0.238㈡,3.19,0.0,1.49,0.32,33.97,          7.47㈡,23.16,18.09,13.48,10536458.985,5027817.015,1824.9874,870.8526
65,000153,丰原药业,-7.89,-0.51,2.42,3.38,2.3,133.43,70.73,96084176.0,0.57,化学制药,安徽,11.91,8.69,59904.0,50713.0,1.18,54.0,162.0,,29664.51,25.07,         26.38亿,-5.78,2662.0,42.0,0.0014,20150828.0,20000920.0,31214.11,0.0,0.0,222951.41,114434.32,3439.86,47.13,88645.43,59356.63,15880.92,94579.13,49104.12,24890.35,42003.84,77932.06,57271.55,1886.78,109.94,2502.37,1855.75,1864.59,23623.49,1976.8,-3522.7,37263.0,7961.0,6.73万,3.73,-0.82,8.28,9.07,9.36,0.060㈡,3.67,0.0,1.57,0.76,51.33,          1.63㈡,26.51,8.5,2.39,15769353.2293,1895086.985,1773.2011,213.095
66,000155,*ST川化,-77.66,52.91,-90.28,19.47,-3.12,182.59,,86297720.0,0.9,农药化肥,四川,4.29,6.24,68013.0,70334.0,0.97,904.0,269.0,,47000.0,29.14,         29.14亿,-3.99,1708.0,81.0,0.0017,20150829.0,20000926.0,47000.0,0.0,0.0,125314.4,-93253.55,-6772.78,179.82,40220.53,46122.09,2812.08,205100.56,81028.56,5150.73,3048.59,14964.04,13885.15,-13510.0,0.0,-11958.86,-11991.21,-11226.38,-252465.84,1595.95,-1791.1,33880.0,13872.0,8.60万,2.94,0.0,6.2,6.53,6.48,-0.239㈡,-1.98,0.0,1.72,-5.37,-74.42,,7.21,6.2,-75.02,,776949.28,,180.668
67,000156,华数传媒,11.1,50.28,18.2,34.44,4.89,166.51,87.36,204111616.0,1.4,影视音像,浙江,18.24,29.16,35152.0,34846.0,1.01,131224.0,0.0,,11832.76,36.17,        438.18亿,11.06,2391.0,29.0,0.0025,20150825.0,20000906.0,143335.19,0.0,0.0,1213175.25,895473.31,871.99,26.12,778128.25,219494.16,22276.72,200371.02,620240.19,4613.06,56037.92,127224.88,69206.95,23156.11,-0.94,25642.1,24979.75,25078.39,115695.11,26315.52,604164.94,23009.0,5143.0,15.72万,5.92,0.0,25.5,27.79,30.57,0.200㈡,6.25,0.0,4.33,0.81,73.81,          2.80㈡,45.6,25.95,19.71,105982989.84,31481897.7375,3159.8112,938.6115
68,000157,中联重科,-24.43,-134.42,-3.88,3.9,1.03,-9.86,,467282528.0,0.56,工程机械,湖南,7.13,5.54,445832.0,397550.0,1.12,2153.0,29412.0,,626189.31,335.01,        335.76亿,-5.9,4171.0,202.0,0.0003,20150829.0,20001012.0,770595.38,0.0,143002.89,10078849.0,4013324.5,86658.36,59.32,8076355.0,752279.56,460037.31,3600311.25,1315250.13,1340411.75,3157896.0,1057135.0,804226.19,-41001.71,4951.24,-31499.6,-33487.67,-30983.25,1668577.63,-418059.81,-35691.3,593923.0,10543.0,5.64万,1.35,-0.18,5.35,5.75,5.76,-0.040㈡,5.21,0.0,1.71,2.17,39.82,         -0.77㈡,23.92,5.5,-2.93,,55433669.5,,1842.555
69,000158,常山股份,106.16,32.19,-0.83,2.84,2.56,131.79,,206750144.0,0.71,纺织,河北,13.92,10.69,97830.0,95571.0,1.02,310.0,637.0,,71886.1,73.32,        129.69亿,-8.51,2953.0,65.0,0.0009,20150829.0,20000724.0,127144.22,0.0,0.0,875708.13,461329.06,404.26,47.27,415164.78,109237.4,24666.21,399678.78,284009.72,168933.16,112108.52,456354.5,440757.31,-3798.7,175.66,-2346.5,-3360.62,-3351.61,40884.48,9840.32,13711.35,42509.0,16911.0,17.25万,2.69,-0.87,10.19,11.28,11.76,-0.040㈡,3.98,3.98,2.23,0.32,52.68,         -0.73㈡,3.42,10.33,-0.73,,9046064.9829,,757.3956
70,000159,国际实业,-31.59,614.38,27.87,10.78,1.53,-32.96,32.93,108098224.0,0.68,石油贸易,新疆,10.75,7.0,78648.0,75686.0,1.04,60.0,1361.0,,48113.92,33.15,         33.15亿,-2.71,2873.0,54.0,0.0011,20150825.0,20000926.0,48113.92,0.0,0.0,307059.03,217141.97,1795.48,28.7,204351.11,22706.89,10099.42,70882.27,37429.85,78910.5,12388.92,30738.24,26667.6,8566.03,6941.12,8081.52,5443.83,5032.93,122230.82,-10059.07,9000.15,61204.0,7861.0,5.42万,3.21,0.29,6.65,7.16,7.42,0.105㈡,4.51,0.0,0.78,2.54,70.72,          2.32㈡,13.24,6.75,16.37,10111453.8579,2072648.4525,1091.6295,223.7625
71,000166,申万宏源,0.0,0.0,59.14,7.86,2.9,1.27,9.11,654364288.0,0.69,证券,新疆,7.14,9.18,363523.0,349676.0,1.04,1087.0,955.0,,327824.72,295.7,       1340.08亿,-2.78,4185.0,170.0,0.0005,20150831.0,20150126.0,1485674.5,0.0,0.0,43512768.0,4619045.5,145949.22,89.05,0.0,127589.01,10717.85,0.0,445380.91,0.0,0.0,1705345.38,0.0,1008459.63,350081.94,1008944.0,751547.38,735607.88,1797361.25,10589706.0,14257480.0,426275.0,7690.0,6.94万,2.18,-0.11,8.88,9.38,9.55,0.495㈡,3.11,0.0,0.3,1.21,10.62,         15.93㈡,,9.0,43.14,396401316.48,391614912.0,2693.827,2661.3
72,000301,东方市场,-12.88,-11.59,39.58,16.52,1.67,153.74,29.88,107632920.0,0.72,综合类,江苏,9.66,4.58,128583.0,106422.0,1.21,2567.0,2860.0,,121823.64,53.72,         53.72亿,-4.3,2897.0,81.0,0.0007,20150829.0,20000529.0,121823.64,0.0,0.0,411941.53,321395.69,399.26,21.88,119040.22,25029.92,54837.28,27647.91,63657.83,54100.76,4866.02,32515.71,17918.65,12869.08,559.42,12449.75,9004.7,8989.12,113237.15,3494.56,-898.5,130646.0,9325.0,4.11万,1.93,-2.21,4.39,4.66,4.84,0.074㈡,2.64,0.0,0.52,0.93,78.02,          2.80㈡,44.89,4.45,27.65,12308812.9164,1833139.8085,1605.1536,239.054
73,000333,美的集团,6.7,25.93,12.37,1.49,2.67,13.91,7.37,1821117184.0,1.4,家用电器,广东,5.72,28.3,402499.0,240973.0,1.67,163835.0,1191.0,,223937.06,643.82,       1226.39亿,0.78,4269.0,151.0,0.0007,20150831.0,19931112.0,426571.44,0.0,0.0,14178269.0,4615474.0,629468.38,63.01,10760985.0,1885746.75,326536.81,8862488.0,1531173.88,1020985.31,1361707.5,8250914.5,5987890.5,1020639.88,118120.47,1075657.38,894856.81,832412.25,2588211.25,881567.19,26328.08,86731.0,25820.0,74.23万,2.87,-0.03,27.32,28.83,28.97,1.970㈡,10.76,10.76,3.59,6.07,32.55,         18.04㈡,27.43,27.85,10.09,104493842.53,394864791.65,4744.9534,17930.387
