代码,名称,净资产,少数股权,资产负债率%%,流动资产,固定资产,无形资产,流动负债,公积金,存货,应收帐款,营业收入,营业成本
000633,合金投资,18413.28,0,23.01,10887.1,11443.38,1551.35,652.6,4787.01,2969.11,2184.08,2852.04,2964.24
000635,英 力 特,279168.31,0,12.26,67426.81,237548.17,8454.32,35346.85,187856.86,19641.09,168.88,81874.61,70225.56
000636,风华高科,400027.88,5126.18,25.59,253086.05,119875.55,13376.65,113211.36,177503.88,41709.71,42533.03,87721.93,71873.9
000637,茂化实华,81785.02,10776.3,31.07,83422.34,38968.85,2909.31,40293.65,694.55,11857.76,8562.5,154542.98,135320.34
000638,万方发展,22557.2,10590.4,87.78,254715.97,153.14,7748.22,109268.61,8066.1,74477.53,2630.88,6591.99,6224.95
000639,西王食品,128590.5,0,25.54,102869.17,59709.9,9830.12,42881.76,24172.46,32206.5,10259.87,102069.63,74632.46
000650,仁和药业,216867.55,15172.57,17.41,165544.72,50354.48,39054.03,46977.3,30951.4,34144.51,22210.85,116940.27,66105.7
000651,格力电器,4111482.5,99916.68,74.32,12500722,1509207.75,255175.09,12104190,319126.59,966702.13,511511.06,5011118,3603542
000652,泰达股份,239685.88,108493.21,86.58,1911325.63,27616.63,108508.27,1751103.75,7214.68,1039806.38,112572.72,216991.7,198127.38
000655,金岭矿业,312222.78,2560,12.02,115273.77,55518.16,49819.32,36115.23,48799.8,14414.11,34245.51,43876.03,39242.76
000656,金科股份,1213447.88,268094.91,84.35,8749556,170552.84,5994.12,6035198.5,17236.26,6846281.5,51093.76,656074.31,486344.75
000657,中钨高新,333250,51649.85,50.43,428338,256538.17,52591.01,303624.78,273343.94,188173.27,114671.76,295522.31,261847.97
000659,*ST中富,112093.57,856.02,67.27,103128.21,203676.5,11007.01,172130.77,26524.8,22963.74,35773.19,103332.86,82404.15
000661,长春高新,158476.05,57697.42,34.34,192967.69,69812.97,13698.05,97192.43,26456.66,63851.51,31605.84,107423.55,22795.9
000662,索芙特,57261.63,172.42,22.52,38732.14,23093.57,1903.79,16694.65,26786.76,5331.47,12186.17,22412.42,19774.02
000663,永安林业,32038.89,0,76.26,77524.52,33378.4,4765.6,65449.05,9199.26,63306.3,4165,19166.84,15493.76
000665,湖北广电,519025.16,0,29.4,96159.49,402327.22,10835.65,201569.72,346742.66,3442.37,11204.8,115660.11,62821.73
000666,经纬纺机,589845.69,713549.06,49.01,1843419.25,179568.44,57449.8,955766.31,192239.27,154075.81,103002,241392.25,154930.59
000667,美好集团,548712.06,19355.28,67.79,1665390.38,36973.15,789.52,804915.44,154742.27,1404454.25,13313.97,104928.47,78497.93
000668,荣丰控股,61956.66,7596.27,55.7,149843.19,483.01,3.3,19832.9,8046.56,110044.8,245.82,445.9,199.61
000669,金鸿能源,406781.03,40837.09,50.58,199502.81,358876.16,21735.18,343986.78,215214.75,4688.33,39523.18,115327.38,78432.36
000670,盈方微,51613.15,-142.83,24.06,54280.55,1144.66,6829.47,14966.8,18256.45,6585.17,3318.55,12436.12,9060.42
000671,阳 光 城,658239.38,153315.38,84.28,5096972.5,1970.93,919.15,3519960.75,242668.59,4291978.5,31248.76,448814.19,308971.38
000672,上峰水泥,179071.45,10324.21,53.64,136579.06,191979.91,34980.35,199542.31,-48179.48,32953.78,11589.85,98154.31,80843.02
000673,当代东方,200207.02,78.39,22.84,169907.81,425.56,0,59295.33,181371.02,16942.55,20122.6,11178.62,6404.4
000676,智度投资,12098.23,352.98,76.09,26447.1,15196.9,4629.49,37178.48,6690.82,8721.25,8629.55,16570.51,11314.91
000677,*ST海龙,3462.78,35859.3,86.33,68812.55,179190.61,29939,220647.5,69999.21,22707.82,12966.15,100467.11,101681.46
000678,襄阳轴承,105730.85,5334.99,54.08,108690.27,79530.11,28132.8,108542.42,57408.3,44401.37,32789.21,65297.53,59163.11
000679,大连友谊,159918.88,63440.3,72.28,600783.31,81206.36,23656.52,411195.69,7087.68,498308.94,675.18,140299.94,107838.61
000680,山推股份,376408.91,40676.53,60.84,614779.13,230705.59,68609.4,518819.56,119113.52,182793.13,218090.97,228813.52,214640.8
000681,视觉中国,140521.19,2293.07,9.15,43662.01,811.82,214.96,14349.75,106662.9,1240.21,17481.5,20206.09,8921.36
000682,东方电子,148244.98,34947.55,39.65,214214.3,46928.23,10867.17,112288.8,34722.18,77952.7,69331.43,88016.86,58273.8
000683,远兴能源,608584.25,252159.63,54.57,359749.47,979857.88,95649.4,738824.13,142011.8,26469.43,30276.19,348486.84,229908.8
000685,中山公用,944066.63,17689.76,20.84,188838.36,161550.72,27824.72,72736.81,78882.1,4160.06,9303.01,57091.4,34866.92
000686,东北证券,1044554.81,13965.07,86.96,0,70068.84,9534.5,0,271571.22,0,0,402155.75,0
000687,恒天天鹅,139724.7,1846.23,42.99,93479.78,5868.66,1569,106170.36,76522.3,6549.1,26700.85,31700.61,29940.13
000688,建新矿业,130689.01,0,19.53,43343.15,57512.11,7191.66,28463.39,18883.17,4071.08,13487.87,40187.37,23093.24
000690,宝新能源,491369.16,0,52.67,261134.42,421724.44,37925.21,255585.59,32908.73,7427.5,43031.81,199322.13,127220.22
000691,亚太实业,12558.58,1615.04,53.11,21083.17,2857.62,2314.7,10253.67,11952.96,17765.84,0.65,3342.95,2379.04
000692,惠天热电,133956.56,872.78,66.11,139553.56,187685.67,20061.72,253795.95,38082.55,43757.19,35678.71,85506.43,69920.52
000693,华泽钴镍,148864.06,0,76.48,571468.19,39875.51,11664.32,483967.5,-3052.87,58417.63,94341.75,556294.56,540524.19
000695,滨海能源,31652.69,0,69.65,28644.26,69099.96,2670.81,58576.05,7612.75,305.98,20344.09,33842.23,31413.3
000697,炼石有色,143504.22,0,9.39,92634.56,36297.12,3654.46,14573.95,56684.8,3300.06,3363.63,3177.4,1373.81
000698,沈阳化工,307902.72,-1297.71,63.14,181977.25,426654.56,76844.6,422738.59,135224.11,51307.25,2963.66,351168.13,332786.28
000700,模塑科技,229872.17,0,47.34,164798.52,84313.43,5866.8,194743.75,55043.96,34424.42,57469.94,156770.81,117632.97
000701,厦门信达,184883.88,53170.63,81.27,1046994.88,51935.12,29060.43,981081.38,79862.96,299732.16,244544.55,1183371,1136526.38
000702,正虹科技,46893.09,356.29,32.99,28585.98,29403.6,4565.35,21210.06,18257.72,16062.65,234.15,66823.9,61872.57
000703,恒逸石化,513821.41,210833.47,72.77,1198374.25,1004673.81,63554.73,1834266.75,4067.18,182804.09,94009.59,1476667.38,1399366.13
000705,浙江震元,123021.9,1026.25,32.5,112343.85,39171.01,3753.87,57558.73,53715.5,34424.21,39909.93,104160.18,89343.42
000707,双环科技,143414.5,4525.18,85.95,572895.56,335574.19,40763.65,795606.06,73362.18,382612.59,53199.53,187070.2,154283.44
000708,大冶特钢,336639.31,0,33.24,229297.27,221541.97,2139.21,136179.7,48565.34,79428.55,38252.96,304484.56,263937.75
000709,河北钢铁,4340863.5,214275.88,73.46,5536379,7726909.5,40015.9,11260334,2320581.5,2667000,199565.63,4243142.5,3786851.5
000710,天兴仪表,12519.38,0,73.49,25509.89,6878.67,1600.35,26755.05,4631.55,5359.25,5291.15,11013.08,10364.51
000711,*ST京蓝,-27651.13,1927.39,136.01,7121.91,5470.1,16047,59151.85,1507.57,109.99,1050.89,4423.85,2150.32
000712,锦龙股份,308369.81,158618.86,79.01,1791187.25,6397.43,47819,1493530.63,71395.25,0.11,0,1206.89,35.86
000713,丰乐种业,135344.84,0,23.49,89675.9,35057.4,13547.37,38221.35,50490.98,49296.03,8524,42529.98,33227.4
000715,中兴商业,112357.9,0,49.12,97042.96,75784.36,24378.92,80416.61,31671.73,5538.49,0.95,159690.55,130267.97
000716,黑芝麻,166880.81,168.91,35.79,134053.8,71006.96,29146.27,67221.31,119442.97,24458.61,18808.97,71195.78,50732.68
000717,韶钢松山,205685.56,0,88.69,403874.13,1339902.38,28229.81,1456392.38,322707.78,193497.27,791.25,552956.13,591445.38
000718,苏宁环球,478604.31,-17.36,76.08,1937149.38,17850.95,1769.25,1303450.25,0,1692918.63,13293.73,376389.06,275314.16
000719,大地传媒,578562.19,2637.6,33.54,562479.94,117009.13,101202.24,232550.97,298630.72,81970.99,93110.3,325282.53,229081.55
000720,新能泰山,92364.85,29589.4,77.28,99630.21,361358.59,18589.56,245952.52,29602.63,26845.05,50908.4,148984.25,119092.4
000721,西安饮食,68873.15,1411.42,35.91,45484.71,19729,2581.98,36990.46,5529.6,3278.96,1703.13,23870.03,14602.87
000722,湖南发展,251603.45,12173.1,11.22,55011.8,173237.73,1455.35,5707.24,213774.05,1168.25,3031.49,13558.55,5396.02
000723,美锦能源,43483.05,3785.68,45.17,69664.18,14413.99,0,38945.34,4537.22,8344.66,51191.78,44457.28,37959.12
000725,京东方Ａ,7809691,80623.88,43.98,5832277.5,4818450,206560.13,1955869.75,3908259.5,571376.13,739426.38,2297084.75,1750961
000726,鲁  泰Ａ,645603.06,41702.35,19.95,296947.13,482104.06,36927.76,155519.55,100708.06,176131.7,22605.17,294183.59,213302.22
000727,华东科技,1073318.75,746672.69,38.01,1406754.75,29387.13,39579.6,357183.38,883919.81,21044.56,18563.53,39129.1,35729.53
000728,国元证券,1910090.38,0,79.33,0,146528.05,2653.81,0,987550.38,0,0,361923.5,0
000729,燕京啤酒,1273178.63,106263.27,31.17,768026.13,1070359.88,92183.32,613311.44,464057.19,416596.47,30234.8,703780.75,398408.38
000731,四川美丰,271009,10200.94,39.69,164838.61,227788.8,28072.09,136904.48,64085.7,29188.56,8504.57,189143.52,163143.81
000732,泰禾集团,572879.25,162279.61,89.72,6797899,36812.7,6884.97,3780542.5,55850.78,6135575,39318.81,416556.66,272115.81
000733,振华科技,341803.16,23658.92,39.42,415887.72,94508.5,15005.24,208147.92,229117.72,121279.3,156443.8,214504.42,162748.34
000735,罗 牛 山,166360.81,10942.85,57.42,125190.32,93672.86,40082,59164.31,19978.76,66222.96,11232.71,36476.94,30380.76
000736,中房地产,170318.13,126178.76,57.12,671630.69,4173.85,277.92,131903.55,50896.95,552945.44,47.52,30778.88,19268.76
000737,南风化工,26788.18,-2577.28,92.12,168809.59,100692.36,34116.65,282518.75,62494.98,47886.56,47112.14,115192.32,91076.15
000738,中航动控,464797.81,11163.9,30.8,431525.66,158669.05,41105.46,152394.88,266719.88,87088.49,152065.98,119505.07,91002.8
000739,普洛药业,243879.41,0,54.26,256893.22,174301.02,42102.84,260856.59,20919.49,75492.65,75674.06,218929.95,163205.02
000748,长城信息,324561.34,8744.71,32.01,236626.59,19158.56,13479.44,82922.43,96867.86,42516.1,66291.4,90749.25,72955.93
000750,国海证券,754053.94,42482.37,86.97,0,16864.35,6268.77,0,274598.91,0,0,251977.72,0
000751,锌业股份,198193.75,0,38.85,145423.81,89641.28,84117.53,95652.75,131577.38,96746.57,6819.77,208874.41,180973.3
000752,西藏发展,78744.21,43066.51,12.72,88678.49,18865.42,563.53,17218.55,2405.82,2656.5,0,19701.82,14238.44
000753,漳州发展,143032.52,21458.65,56.84,309242.56,24344.14,16910.46,177919.45,23949.01,171702.86,9891.75,153281.56,138941.8
000755,山西三维,148505.23,2731.71,74.22,172873.98,372432,14587.05,396407.5,112936.02,47266.7,17298.32,270032.16,270366.22
000756,新华制药,183866.97,10196.07,56.77,174456.88,188698.8,30210.48,170695.47,51309.23,50333.82,45688.96,194840.81,152986.52
000757,浩物股份,54853.91,0,35.74,51672.3,8183.62,666.72,21686.34,83365.15,8034.42,13503.87,24446.57,17829.03
000758,中色股份,470341.16,186744.97,68.17,1313215.75,272595.88,130105.52,1165959.13,189100.73,440783,257046.45,861416.63,777780.31
000759,中百集团,299043.25,2289.5,65.9,343793.16,405433.75,44249.21,519350.81,107632.57,190768.47,11472,860584.38,694633.38
000760,斯太尔,152781.66,3739.25,9.88,76800.36,13588.37,20680.2,14255.55,89666.21,15909.42,6807.12,24442.95,22282.89
000761,本钢板材,1536660.75,46927.44,65.21,2110739.25,1702239.63,26849.03,2746071.75,911484.63,1175344.5,33029.07,1634491.5,1490154.88
000762,西藏矿业,163063.97,34939.62,23.75,165099.72,41324.69,10272.03,56616.86,117542.72,16427.26,27986.5,41879.51,35188.4
000766,通化金马,124792.52,0,28.74,51278.21,12496.61,18079.15,28330.19,137112.81,30766.25,5313.58,9130,4373.85
000767,漳泽电力,579328.69,90236.03,78.71,487126.44,1811327,118277.31,1109559.63,226364.2,54390.25,190959.75,455208.75,344543.78
000768,中航飞机,1184942.5,143809.3,63.71,2956168.25,484572.5,49946.37,2172423,724830.5,1482583.63,948304.31,824775.94,768157.81
000776,广发证券,7258657,205698.56,85.57,0,86338.2,48089.37,0,3167912,0,0,1971188.75,0
000777,中核科技,108868.86,3529.75,38.1,111277.72,42385.23,7628.43,51749.1,24948.74,40983.84,44699.85,52145.23,39750.4
000778,新兴铸管,1690421.63,116801.4,64.87,2378454.75,1636937.25,66095.86,2576016.5,726815.88,602698.94,181202.63,2683275.75,2590422.25
000779,三毛派神,26746.98,0,60.95,21047.75,6025.77,4668.53,20560.6,32181.24,9758.76,5431.27,9404.13,8617.8
000780,平庄能源,468176.66,0,23.27,434476.44,96273,62174.11,140940.97,144955.09,16177.79,117033.76,94100.9,69289.43
000782,美达股份,131023.11,4025.66,46.23,128548.57,70347.96,5133.81,89174.1,63823.15,44846.65,13309.6,145243.77,130925.01
000783,长江证券,1588549.13,1715.86,88.08,0,29973.1,5643.05,0,295257.53,0,0,485837.94,0
000785,武汉中商,84446.72,13158.86,64.66,91783.46,81121.05,4576.98,126571.32,7361.7,26602.59,4174.58,225299.02,180905.09
000786,北新建材,729041,129639.01,39.16,533345.5,623156.19,119747.63,453236.19,176934.52,166483.19,59746.2,363685.25,256671.75
000788,北大医药,98818.61,0,77.06,190490.92,179220.41,23408.03,261741.7,19917.28,60366.53,69831.78,93135.86,83180.63
000789,万年青,248541.97,168572.48,52.89,305011.53,436834.19,63386.65,277813.38,27790.74,43779.23,53780.2,254051.2,208276.69
000790,华神集团,62501.68,0,39.01,62412.03,31877.5,4379.1,38250.31,3823.15,8901.4,28198.6,24525.95,12255.57
000791,甘肃电投,354207.63,13087.78,72.51,47474.03,1168454.38,8402.71,182866.48,206969.11,224.6,18772.57,55666.38,38109.51
000792,盐湖股份,1786527,155500.59,73.63,1372354.88,2110703.75,71973.43,1940092.38,591508.69,317148.13,44847,431691.06,222526.17
000793,华闻传媒,820063.31,38818.23,26.87,448999.66,111322.01,27505.38,145024.36,345077.31,38559.12,90596.97,207649.94,119206.47
000795,太原刚玉,72801.5,700.97,43.6,79056.56,27616.44,6808.99,56819.41,88193.67,27801.21,27093.68,30267.19,27491.93
000796,易食股份,55733.26,12386.45,49.51,94536.96,18637.36,3827.33,66619.45,33455.75,1072.77,23548.06,30449.25,15947.9
000797,中国武夷,112690.01,21614.51,84.72,807716,15968.7,1855.75,554329.38,7310,562032.81,29181.9,100185.4,65538.85
000798,中水渔业,84739.65,11159.55,21.76,67680.31,27785.6,1249.18,24092.89,33222.06,18689.85,18775.64,24732.81,22272
000799,*ST酒鬼,170764.77,1001.21,19.16,128574.36,41945.09,11374.32,39651.53,116125.95,76776.43,247.51,30657.85,10049.66
000800,一汽轿车,889861.31,9720.69,53.28,1012567.5,553645.06,112088.4,974501.19,248890.02,421170.84,15972.59,1376396.88,1081719.13
000801,四川九洲,205875.75,8037.06,49.43,359285.56,36453.21,6210.56,198530.19,79490.43,73994.5,178860.2,125708.51,91852.02
000802,北京文化,92049.81,0,36.81,70062.11,22961.27,5389.83,16310.5,54833.66,16960.73,1341.15,8655.65,3096.17
000803,金宇车城,14392.9,19.37,68.44,39567.31,395.38,319.55,27787.73,2009.93,30674.9,398.35,4550.62,3735.38
000806,银河投资,202088.95,3518.85,19.61,161834.3,37691.1,19330.35,44631.89,104469.15,37136.78,50715.98,36338.28,27100.9
000807,云铝股份,564724.38,119616.02,76.09,781698.5,1435863.13,99648.61,1358042.75,375981.84,321355.84,33280.65,749064.69,673238.13
000809,铁岭新城,343426.5,0,44.6,579617.63,29746.65,3740.96,117649.36,3199.37,473684.06,71878.81,1250.85,1296.15
000810,创维数字,203902.25,2526.53,46.54,359721.34,3649.53,5183.8,153901.5,24.08,33908.76,221032.02,157056.88,121848.2
000811,烟台冰轮,163208.55,11136.12,38.3,115417.72,28677.91,12580.17,103464.3,5728.76,39045.56,40810.73,82830.31,63076.69
000812,陕西金叶,87448.8,23403.98,38.84,99114.24,51358.48,14628.42,61330.44,1530.93,38709.75,7605.63,26022.61,17622.81
000813,天山纺织,106273.11,30594.25,30.47,38311.92,52422.65,84080.46,39271.68,107593.72,19614.85,2444.98,24065.99,15227.73
000815,*ST美利,-31826.64,0,121.73,70327.18,53950.05,0,108567.47,35512.9,57307.63,8703.37,29546.71,28064.25
000816,智慧农业,338781.81,39797.64,45.93,353153.38,116212.85,165642.92,274034.16,130398.1,58436.83,33614.21,98577.47,86737.6
000818,方大化工,202156.55,5202.9,18.38,44652,140339.94,49339.55,42770.85,124592.92,15078.76,3701.91,125916.86,106430.5
000819,岳阳兴长,65281.13,3620.76,14.03,48692.7,20139.6,4416.56,9645.71,8271.12,5514.14,421.37,81091.32,73180.63
000820,金城股份,24813.48,0,64.72,25174.39,27621.8,5452.51,15832.59,47487.53,12805.58,6894.7,14947.01,12303.82
000821,京山轻机,163486.69,11320.58,33.05,119115.92,55587.16,7727.93,56856.31,86243.17,38337.78,34597.37,44764.65,33379.59
000822,山东海化,223169.52,-279.2,37.23,140034.09,168544.06,8988.98,117895.77,150479.94,36245.69,27235.75,173708.52,143575.66
000823,超声电子,285095.84,32365.73,33.28,275320.59,162643.44,5859.87,148428.66,142463.91,55753.96,104652.93,181407.31,148883.88
000825,太钢不锈,2505232,93388.02,65.91,1873686.63,4135453.25,24913.13,3605224,680105.38,911654.5,287972.03,3544127.25,3230649.5
000826,桑德环境,554161.44,12076.63,54.18,535034.69,73837.84,166914.56,471553.06,202741.17,35748.4,297699.53,244858.02,156610.17
000828,东莞控股,418234.09,0,38.69,90053.43,215481.52,38631.18,215289.67,113929.57,0,3758.16,49867.53,18464.1
000829,天音控股,212156.5,42142.51,74.86,901867.63,35513.65,7633.61,744449.69,23964.07,344025.22,59777.93,2111630,2034726
000830,鲁西化工,625329.25,0,69.9,350144.59,1353058.13,82998.78,1097417.75,218398.55,125640.05,316.17,690313.88,578447.94
000831,五矿稀土,248983.34,8798.83,0.44,208902.72,16292.75,1593.97,110.91,75535.68,135003.25,23811,32812.55,27507.9
000833,贵糖股份,85220.17,0,25.62,57100.32,44106.1,7730.97,24302.73,22347.14,32623.39,3704.37,56852.8,50051.71
000835,长城动漫,31815.02,60.27,78.73,51860.4,5669.35,20927.42,98349.55,1149.02,6490.74,24496.82,17400.53,12305.46
000836,鑫茂科技,143509.98,23887.35,46.86,234749.45,53837.45,7365.75,121536,100259.47,105988.35,22107.57,71943,67516.96
000837,秦川机床,296816.44,60752.95,46.95,394937.59,195408.77,31115.8,270930.53,144265.77,179578.47,81347.86,130950.67,113650.47
000838,国兴地产,48074.14,2788.08,83.71,283499.47,6808.36,13344.74,191939.61,12079.13,256174.63,394.42,50216.12,29859
000839,中信国安,704324.88,18076.06,38.12,640252.75,15857.12,1449.37,271087.06,257526.2,59690.55,52880.28,100230.74,90745.5
000848,承德露露,147032.13,2434.13,15.71,113878.97,26413.71,34241.4,24293.39,1730.84,10606.53,47.13,157324.23,89242.11
000850,华茂股份,592054.5,19200.6,38.2,117836.97,202782.25,51110.65,130823.02,6280.37,43578.89,24676.17,90245.78,86554.07
000851,高鸿股份,259034.72,24324.4,56.83,516564.81,17731.84,22085.34,364415.69,178296.06,119193.5,121851.52,297832.13,272534.44
000852,石化机械,254624.41,12055.33,70.58,741878.56,140730.17,9891.95,638878.19,108521.55,271931.5,253770.17,240676.34,201349.48
000856,冀东装备,36388.28,9072.51,81.47,186131.2,22107.1,17189.65,192100.38,35263.42,42588.37,95211.84,85771.71,81042.43
000858,五 粮 液,4045032.5,88555.4,12.78,3952392,556949.44,41632.95,586142,95320.34,850721.38,14235.5,1121541.38,337631.28
000859,国风塑业,137977.67,7448.56,28.38,102066.43,67585.81,7084.92,51917.32,58966.25,16350.22,16367.84,54800.3,50003.17
000860,顺鑫农业,526957.94,10606.25,67.12,1144674.63,259768.67,83587.36,800242.19,279849.69,718031.13,16824.36,574452.94,358747.47
000861,海印股份,298732.09,2946.04,53.78,376325.16,10909.87,1085.87,149121,12351.62,267361.06,5200.31,84236.25,50287.7
000862,银星能源,169939.73,18350.32,79.95,115833.82,722707.38,8072.06,86742.85,167869.06,18550.09,40864.96,62302.38,36262.94
000863,三湘股份,308141,8342.86,75.17,1157508.88,5339.81,14.39,500196.09,88275.96,1113876.88,2221.2,21756.71,11665.87
000868,安凯客车,126923.38,16917.48,73.49,370366.06,100265.68,24799.97,370184.34,38508.64,46513.21,127098.75,172220.09,186126.05
000869,张  裕Ａ,758236.75,16274.07,17.43,363477.63,250298.95,45315.71,136371.02,56313.9,149339.56,13080.46,282579.31,93252.27
000875,吉电股份,381287.28,84793.81,77.63,218096.05,1572669.25,10309.25,648206.25,261555.42,8039.17,84863.5,210065.84,162888.77
000876,新 希 望,1874206.25,468471.59,31.29,1006390.69,637377.81,97621.9,974227.19,434037.06,416552.59,65112.98,2949814,2741091.25
