city,state,population,5_years_or_less,5-9_years,10-14_years,15-19_years,20-24_years,25-34_years,35-44_years,45-54_years,55-59_years,60-64_years,65-74_years,75-84_years,85_years_or_more,households,"$9,999_or_less","$10,000-$14,999","$15,000-$24,999","$25,000-$34,999","$35,000-$49,999","$50,000-$64,999","$65,000-$74,999","$75,000-$99,999","$100,000_or_more",median_household_income,mean_household_income
Aurora,NE,4407,217,394,310,281,164,503,550,583,265,249,329,387,175,2282,1.9,3.9,8.7,21.1,25.5,19.9,4.6,10.9,3.4,33049,33049
Au Sable,MI,6212,142,443,307,350,262,489,685,902,569,345,1057,522,139,2723,4.4,2.9,28.6,22.0,16.9,10.7,1.9,7.9,4.7,18691,18691
Austin,MN,25184,1767,1614,1973,1765,1929,2814,2950,3203,1669,1157,1921,1545,877,13151,2.9,4.3,14.3,22.8,25.0,13.6,4.0,8.0,5.0,26512,26512
Austin,TX,1506011,107217,110414,98412,96092,111077,277899,242073,192595,77134,67677,76558,34328,14535,846640,1.6,3.7,13.3,15.2,19.9,14.4,6.3,10.4,15.2,33279,33279
Ava,MO,2951,316,192,216,157,66,460,370,220,254,144,300,160,96,1101,3.3,9.3,34.9,23.1,16.3,4.8,4.2,4.2,0.0,18283,18283
Avalon,CA,3715,315,256,320,276,254,493,514,442,233,199,290,56,67,2170,2.2,6.6,18.4,31.3,11.6,12.2,2.2,6.3,9.3,22065,22065
Avenal,CA,14154,1363,910,594,833,1332,2344,2392,2616,826,275,487,118,64,4925,8.5,8.8,31.2,30.8,10.1,8.0,0.9,0.9,0.9,16208,16208
Avon,NY,4614,327,189,310,199,304,639,562,706,363,253,388,240,134,2749,2.2,2.0,14.4,19.2,19.1,15.5,8.8,13.1,5.7,31094,31094
Avondale--Goodyear,AZ,209718,15633,17958,18266,16101,13814,30916,30544,26481,10953,8708,13470,5590,1284,99309,1.9,3.3,14.2,18.5,24.4,13.9,6.7,8.3,8.8,33173,33173
Avra Valley,AZ,2773,69,61,153,46,85,334,313,596,461,183,328,121,23,1462,1.3,3.0,16.7,15.5,25.9,18.3,8.4,3.1,7.9,33594,33594
Aztec,NM,8635,525,586,643,626,733,1273,1027,1068,554,369,679,374,178,4616,0.6,6.2,18.8,14.4,18.9,13.6,7.4,11.7,8.5,26691,26691
Bad Axe,MI,3311,233,110,125,244,216,375,286,492,195,214,439,242,140,1574,0.5,5.9,17.6,24.8,24.9,8.2,6.3,10.0,1.7,23889,23889
Bainbridge,GA,11980,884,949,650,775,972,1740,1194,1485,648,645,1073,591,374,4477,2.1,8.9,28.9,22.3,14.3,11.6,3.4,4.1,4.4,23376,23376
Baker City,OR,9318,499,563,606,582,583,1121,992,1136,525,699,1065,712,235,4316,1.0,6.0,19.5,21.1,25.4,11.5,5.5,5.8,4.3,20691,20691
Bakersfield,CA,547374,47669,47806,45055,43276,44414,82050,68314,64978,29623,24506,29528,14710,5445,242455,2.5,6.3,17.7,16.0,16.6,13.5,6.1,10.3,11.0,26371,26371
Bald Knob,AR,2343,75,125,212,89,156,312,262,405,193,108,193,144,69,872,1.5,12.0,14.9,19.5,32.4,16.0,0.7,3.1,0.0,25461,25461
Baldwin,WI,5956,545,560,369,316,286,1103,750,838,254,227,318,267,123,3268,0.7,2.5,16.7,16.2,26.6,19.0,6.5,8.8,2.9,34563,34563
Baldwin City,KS,4443,181,366,356,581,520,274,717,438,396,90,297,154,73,2675,2.0,0.0,11.2,18.0,23.6,21.5,4.6,10.8,8.3,27083,27083
Ballinger,TX,3596,127,246,357,310,191,282,464,395,228,272,397,144,183,1496,6.6,14.3,27.3,22.9,15.8,6.9,1.0,4.2,0.9,18309,18309
Baltimore,MD,2256086,145818,141029,135119,142059,159826,343587,291815,322263,148441,129094,165545,89802,41688,1221990,1.4,2.7,8.6,13.1,19.5,16.9,7.7,12.9,17.3,40381,40381
Baltimore,OH,3538,297,286,455,272,125,397,517,401,175,180,244,150,39,1522,0.9,4.1,15.0,26.6,18.7,18.8,5.8,7.5,2.7,29545,29545
Bamberg,SC,3052,115,80,129,207,293,250,370,463,366,129,380,206,64,1338,0.0,4.4,30.1,15.9,16.2,11.1,16.8,2.0,3.3,28513,28513
Bandon,OR,3210,259,203,94,58,100,413,195,400,439,320,311,308,110,1565,7.9,6.6,27.4,10.1,19.5,14.0,0.0,10.0,4.5,18987,18987
Bangor,ME,59862,2918,2996,2773,5576,7787,9032,6388,7016,2853,3511,4316,2953,1743,35660,1.9,5.3,17.8,20.2,22.4,13.3,4.8,7.1,7.1,20018,20018
Baraboo,WI,14054,937,1184,707,798,901,2081,1661,1813,1086,864,1000,613,409,8212,1.1,4.7,19.0,20.3,25.0,16.4,5.6,4.1,3.7,24933,24933
Barbourville,KY,6671,505,406,459,508,465,946,859,558,314,592,513,296,250,2156,2.3,13.2,31.9,25.3,11.1,8.8,3.3,1.1,3.0,16832,16832
Bardstown,KY,20541,1763,1613,1697,1288,1399,3193,2665,2240,1194,964,1471,623,431,9625,2.4,5.3,16.9,21.3,22.6,17.0,5.9,4.5,4.0,27080,27080
Bar Harbor,ME,2667,104,107,114,345,264,347,177,356,277,188,91,221,76,1899,1.4,7.9,11.4,24.9,20.2,11.2,13.9,4.1,5.1,23365,23365
Barnesville,GA,6882,397,298,603,1171,732,630,1004,543,415,237,539,194,119,2895,0.6,6.6,25.2,22.8,19.9,14.6,5.6,4.1,0.5,18206,18206
Barnesville,OH,3991,338,213,165,188,208,584,387,672,304,129,375,300,128,2132,2.8,14.0,20.5,16.7,25.9,7.5,2.0,9.7,0.9,23223,23223
Barnstable Town,MA,245569,10559,11505,13008,12843,13073,21913,25064,36553,20033,20312,33023,19490,8193,133297,1.3,1.7,9.0,13.4,20.3,18.6,8.4,13.6,13.7,34507,34507
Barnwell,SC,3531,286,311,281,320,109,389,399,378,152,248,417,124,117,1307,4.8,3.0,11.1,36.2,17.5,16.0,4.6,1.3,5.4,27516,27516
Barre--Montpelier,VT,21411,1301,1219,1260,1231,1291,2813,2899,2909,1710,1305,1783,1150,540,12443,2.0,2.1,9.9,19.7,31.3,17.2,5.4,6.7,5.7,32420,32420
Barron,WI,3280,217,232,65,180,483,449,300,507,201,179,217,186,64,1908,0.3,1.7,50.0,13.2,15.1,14.1,2.7,2.0,0.8,19979,19979
Barrow,AK,3852,459,426,393,270,304,586,459,461,192,159,64,79,0,1893,1.4,1.8,10.7,13.0,16.6,21.1,6.4,15.0,14.1,35680,35680
Barstow,CA,30458,3204,2304,2481,2480,2387,3713,3571,3888,1529,1678,1643,1322,258,12014,1.8,7.1,16.8,10.2,20.9,20.9,10.9,7.4,4.0,26635,26635
Bartlesville,OK,39486,2738,2522,2747,2432,2562,5089,4582,4734,3009,1931,3460,2511,1169,19181,2.6,6.4,17.8,18.5,20.1,10.3,5.9,7.5,10.8,27225,27225
Bartlett,TX,1384,143,98,97,82,90,144,182,171,78,80,88,75,56,573,1.1,5.6,28.1,10.1,33.7,8.1,3.9,3.9,5.3,20298,20298
Basalt--El Jebel,CO,8734,504,482,622,607,512,1123,1293,1543,684,679,499,120,66,5763,0.3,2.8,17.1,18.5,16.9,13.3,11.4,3.6,16.1,27314,27314
Basehor,KS,3990,273,220,465,358,135,475,700,630,111,214,285,72,52,2280,0.0,2.1,10.1,16.0,21.2,13.4,10.7,17.0,9.4,37899,37899
Bastrop,LA,13588,1134,1070,954,872,919,1795,1516,1665,1163,630,872,739,259,5546,5.0,17.2,30.5,21.4,18.2,3.5,1.5,1.9,0.8,20122,20122
Bastrop,TX,13816,1072,766,1007,702,684,1413,2331,1943,1038,799,1074,627,360,7145,3.9,3.7,17.9,21.3,23.0,15.4,4.4,6.4,4.0,28531,28531
Batavia,NY,17118,1170,1181,780,947,1270,2296,2193,2192,1082,842,1423,970,772,8777,0.9,5.8,16.7,21.0,24.9,13.8,6.1,7.2,3.6,25075,25075
Batesburg-Leesville,SC,5301,464,538,365,323,502,439,446,605,447,277,357,329,209,2045,11.8,3.8,24.1,26.7,10.0,13.5,4.3,4.1,1.7,22323,22323
Batesville,AR,11427,656,716,622,860,957,1634,1227,1500,720,645,895,665,330,5914,10.3,4.8,21.7,24.1,17.1,7.7,3.1,4.0,7.1,22093,22093
Batesville,IN,7417,530,543,460,453,381,898,928,1013,420,345,656,541,249,3966,2.9,4.5,10.5,14.6,24.4,16.2,4.9,12.8,9.2,35212,35212
Batesville,MS,7157,845,424,543,658,628,914,974,738,276,195,442,429,91,2702,0.6,0.4,7.3,22.6,28.7,18.8,12.4,3.2,6.1,35186,35186
Bath,NY,7013,352,459,380,256,359,902,712,1028,511,498,780,439,337,3200,1.4,5.7,13.4,21.4,26.2,13.7,7.9,6.1,4.2,25961,25961
Baton Rouge,LA,603017,41146,40489,41006,42311,57431,92489,74428,74808,38101,31490,40854,20497,7967,324974,2.2,4.9,14.2,16.0,20.3,15.1,7.1,9.7,10.6,30885,30885
Battle Creek,MI,77148,5134,5069,5378,5081,5153,10427,9593,10329,5201,4801,5902,3252,1828,35502,2.2,5.3,17.2,20.4,20.9,14.1,5.6,6.3,8.1,26159,26159
Battlement Mesa,CO,5196,402,443,426,499,100,719,571,735,537,194,222,198,150,2555,1.6,3.0,17.8,7.9,28.8,12.1,7.3,7.1,14.5,31557,31557
Battle Mountain,NV,3220,274,130,282,164,279,271,388,497,286,99,326,167,57,1704,2.7,3.3,7.6,5.8,19.1,18.5,8.4,21.9,12.8,48079,48079
Baxley,GA,4962,305,307,268,144,320,821,456,773,423,243,504,240,158,2378,4.7,6.1,20.9,25.9,20.5,7.4,4.6,6.6,3.4,28406,28406
Baxter Springs,KS,5002,144,479,392,438,220,601,810,469,348,361,482,162,96,2521,0.5,5.5,23.8,24.6,24.9,12.2,1.0,4.9,2.7,27760,27760
Bayard,NM,4333,335,391,263,295,224,411,393,584,250,284,412,329,162,1652,2.4,9.1,29.2,28.0,11.3,10.0,3.6,5.2,1.2,19840,19840
Bay City,MI,70093,4094,3977,4453,4128,4707,8426,8292,9732,5290,4748,6370,3955,1921,33144,2.3,4.2,16.7,20.2,21.1,14.5,6.1,8.6,6.4,25465,25465
Bay City,TX,18566,1582,1651,1171,1448,1047,2559,2122,2413,994,1279,1292,732,276,8934,2.5,7.2,25.1,14.1,17.0,11.8,4.7,8.1,9.5,24207,24207
Bayfield,CO,2570,274,174,178,213,145,471,340,291,168,146,82,63,25,1381,0.0,4.3,9.3,20.0,28.6,13.7,11.8,8.4,3.8,37214,37214
Bay Minette,AL,7851,607,529,544,577,581,1089,767,1059,498,489,642,329,140,3330,3.1,5.5,23.1,22.3,21.5,11.8,4.0,5.8,2.9,21098,21098
Bealeton,VA,7259,679,556,567,460,620,1190,1018,1044,288,341,292,125,79,4282,0.3,3.7,19.9,15.3,19.7,13.8,8.2,10.6,8.4,31144,31144
Beardstown,IL,6466,466,494,507,490,478,740,1026,763,392,249,376,330,155,3213,1.5,1.8,22.0,29.7,24.7,9.7,2.5,6.8,1.4,26564,26564
Beatrice,NE,12112,695,641,673,768,732,1372,1357,1603,927,777,1072,888,607,6533,2.0,3.5,22.8,22.5,22.4,15.3,2.2,5.4,3.9,24970,24970
Beaufort--Port Royal,SC,49402,4569,3761,2565,4444,5783,8086,4715,4775,2468,2777,3459,1519,481,25887,4.2,5.2,15.9,21.8,23.5,14.3,4.9,4.4,5.9,25725,25725
Beaumont,TX,148937,10933,10529,10163,10031,11724,21017,17926,18651,9307,8293,11171,6462,2730,72726,3.6,6.7,17.9,16.9,19.5,12.7,4.9,7.9,9.9,25909,25909
Beaver,UT,2687,249,253,249,169,193,305,388,180,159,117,226,102,97,1213,5.7,4.2,12.0,12.0,27.9,11.5,2.5,11.6,12.6,24617,24617
Beaver Dam,KY,6432,316,504,391,516,490,829,707,715,439,407,604,374,140,2642,4.3,5.9,31.4,24.3,13.2,10.1,3.5,5.8,1.5,19500,19500
Beaver Dam,WI,18062,931,1452,1082,1021,921,2383,2220,2524,1415,1124,1532,911,546,9774,2.2,2.4,17.8,22.9,25.9,12.7,5.8,6.0,4.4,28636,28636
Becker,MN,3648,244,266,413,202,195,649,548,617,171,131,107,82,23,2131,0.0,6.1,15.1,14.8,13.6,22.9,12.8,8.4,6.3,30934,30934
Beckley,WV,63603,3869,3469,3913,3323,3793,8313,8354,7717,4625,4692,5914,3775,1846,27535,2.8,4.3,19.5,18.6,20.9,12.7,6.1,9.3,5.9,26096,26096
Bedford,IN,14186,954,950,778,710,765,2005,1727,1723,900,867,1409,1026,372,6518,1.6,3.5,23.8,24.4,22.7,10.6,2.8,6.5,4.1,23727,23727
Bedford,NY,2661,180,321,255,90,93,130,431,482,192,100,272,66,49,1542,1.0,3.6,6.0,6.3,4.4,8.1,4.7,15.7,50.2,72121,72121
Bedford,PA,4351,225,97,227,230,287,395,425,564,261,306,562,520,252,2005,0.0,0.3,19.9,21.8,36.7,9.7,3.6,4.4,3.6,27467,27467
Bedford,VA,6734,298,418,424,577,496,616,705,950,355,305,852,528,210,3233,3.5,5.4,13.9,19.4,29.8,12.8,9.8,1.1,4.1,18612,18612
Beebe,AR,7154,514,459,659,603,689,880,1088,956,241,200,495,282,88,3014,1.9,9.4,28.3,12.6,14.8,12.6,7.6,6.9,6.0,21321,21321
Beecher,IL,4275,204,250,324,332,199,380,628,732,256,276,377,196,121,2045,0.8,4.8,6.2,18.9,16.1,19.6,10.4,17.8,5.3,35051,35051
Beeville,TX,18335,1387,1141,1239,1223,1698,3177,2444,2373,979,872,1058,479,265,7342,3.1,12.3,21.5,18.0,24.4,9.8,3.3,2.6,5.0,20420,20420
Belding,MI,5794,306,409,426,485,394,839,731,814,374,242,434,238,102,2561,1.4,2.6,17.4,27.3,25.0,16.6,2.1,5.4,2.3,25612,25612
Belfair,WA,2643,154,173,215,153,242,223,394,438,120,51,332,138,10,1200,0.0,4.0,26.4,7.9,7.3,22.6,11.6,17.5,2.8,23750,23750
Belfast,ME,3544,273,210,152,78,269,452,357,328,163,266,536,328,132,1567,14.5,2.4,20.7,19.0,13.0,16.5,0.0,9.2,4.7,20544,20544
Belgrade,MT,14013,1215,1220,1155,967,762,2777,2051,1404,986,570,639,206,61,8500,2.0,3.6,11.3,21.3,31.4,16.5,3.5,6.3,3.9,31384,31384
Bellefontaine,OH,13221,1021,823,1100,999,940,1963,1402,2103,546,691,916,497,220,6465,3.3,4.2,15.9,23.6,19.5,18.0,6.8,4.7,4.0,26451,26451
Bellefonte,PA,13104,792,906,437,465,932,2093,1792,2025,964,714,1080,545,359,7649,2.8,2.4,14.0,22.3,26.1,13.7,5.1,7.4,6.1,30645,30645
Belle Fourche,SD,5348,385,316,405,376,361,833,540,660,294,265,429,300,184,3015,11.5,2.1,18.9,20.4,23.8,15.6,1.2,4.9,1.6,24890,24890
Belle Glade,FL,24938,1849,1960,1470,1574,2144,3941,3460,3739,1272,1076,1586,709,158,9244,2.8,9.3,29.6,20.3,20.3,10.1,4.6,2.3,0.7,20790,20790
Belle Plaine,MN,6587,758,549,427,379,200,1041,1372,492,317,297,370,229,156,3805,4.0,0.7,3.4,19.0,26.2,20.5,11.5,12.4,2.2,38970,38970
Bellevue,IA,2440,163,147,185,73,67,266,301,328,120,157,319,192,122,1316,6.6,0.4,7.7,21.3,36.3,12.5,5.8,6.7,2.8,30357,30357
Bellevue,OH,8254,566,471,426,511,826,970,1050,1029,536,549,760,353,207,4597,2.0,3.4,17.8,21.9,25.1,14.1,7.2,5.1,3.4,27738,27738
Bellingham,WA,116698,5592,5903,5287,9629,17161,17349,13232,12652,6803,6855,8753,4868,2614,68474,2.0,2.9,13.9,18.1,23.4,15.2,6.2,9.7,8.7,23242,23242
Bellows Falls,VT,5423,255,383,418,373,300,729,691,816,280,344,348,377,109,2777,1.7,2.6,20.2,30.5,23.1,14.9,4.7,0.8,1.4,25386,25386
Bells,TN,4633,264,386,318,287,205,757,646,522,309,281,279,264,115,2008,0.5,5.8,22.7,23.9,24.2,10.2,5.7,2.1,4.8,25476,25476
Bellville,TX,3904,177,144,138,235,293,419,544,544,281,242,447,347,93,2005,1.3,8.4,10.8,17.0,20.0,19.9,3.4,10.9,8.4,32747,32747
Beloit,KS,3198,157,218,164,250,201,293,382,399,267,204,391,182,90,2032,5.3,7.8,11.1,25.7,18.3,14.1,7.5,5.5,4.7,30144,30144
Beloit,WI,63714,3944,4943,4870,4722,4555,7439,8465,8148,4407,3805,4434,2665,1317,32239,1.2,3.9,18.1,21.7,22.1,16.3,6.0,6.5,4.3,25494,25494
Belterra,TX,4924,456,494,394,328,30,488,1090,793,247,95,382,93,34,2275,0.0,0.0,0.9,5.9,11.9,20.0,9.4,13.3,38.7,67096,67096
Belton,SC,5460,346,307,344,356,224,766,580,774,278,427,532,329,197,2297,1.7,3.9,19.0,27.8,19.5,17.6,1.7,3.7,5.1,25889,25889
Belvidere,NJ,4073,153,224,133,272,203,460,479,573,215,188,445,455,273,1924,1.3,3.7,7.3,13.1,21.9,23.6,6.9,9.9,12.3,32988,32988
Belzoni,MS,5235,473,439,395,412,446,703,608,539,370,256,297,180,117,1709,5.6,11.5,27.6,24.0,15.7,5.8,1.6,2.3,5.8,15955,15955
Bemidji,MN,14778,755,659,810,1756,2818,1813,1262,1235,620,821,899,745,585,8420,2.4,9.0,20.2,25.5,20.8,11.0,3.8,3.0,4.2,15217,15217
Bend,OR,88940,5188,5579,5883,4961,5126,12696,12579,12145,5934,5879,7377,3395,2198,47410,3.4,3.4,14.6,18.2,19.2,13.4,6.4,11.2,10.3,27253,27253
Bennettsville,SC,12558,609,550,774,609,821,2214,2042,1459,740,849,1073,646,172,4415,5.5,6.7,26.2,19.7,17.3,11.5,4.3,6.2,2.6,22129,22129
Bennington,VT,11929,531,662,678,982,937,1461,1341,1581,831,765,1084,732,344,5926,2.7,2.4,12.3,26.5,29.8,11.9,4.8,3.3,6.2,21980,21980
Benson,AZ,3750,150,180,238,95,187,296,335,227,203,313,717,594,215,1274,3.6,11.5,19.5,18.5,25.0,5.7,8.3,6.7,1.2,15448,15448
Benson,MN,3121,220,203,145,85,148,413,335,418,163,222,336,283,150,1813,5.1,5.5,12.7,18.7,26.3,14.6,3.2,10.9,3.0,30091,30091
Benson,NC,3260,243,264,266,227,27,419,422,343,350,261,200,141,97,1260,3.3,19.9,13.6,13.7,33.4,9.5,0.0,2.0,4.5,14833,14833
Benton,IL,7959,530,519,456,578,551,923,932,883,675,465,715,524,208,3388,4.0,3.0,24.4,22.5,17.3,10.7,4.4,10.7,2.8,20958,20958
Benton,KY,4537,165,254,383,249,371,327,678,505,344,155,606,292,208,1992,6.1,2.9,11.8,15.4,29.2,6.8,8.4,17.4,2.0,28489,28489
Benton,LA,5358,277,309,515,533,282,405,737,703,356,327,555,283,76,2448,1.0,2.4,15.2,14.7,20.2,10.3,9.5,14.1,12.6,34250,34250
Benton City,WA,3907,144,223,386,343,274,344,494,578,227,250,379,250,15,1744,1.9,6.2,18.5,10.9,13.2,20.2,9.7,14.4,5.0,29760,29760
Benton Harbor--St. Joseph--Fair Plain,MI,60052,4413,4497,3811,3570,3201,7569,6822,8631,4078,3840,4913,2927,1780,28356,2.0,3.2,17.2,15.2,21.3,13.0,7.2,9.2,11.7,27083,27083
Berea,KY,16350,855,1358,976,1714,1678,2450,1908,1767,793,822,1257,574,198,8381,2.8,6.4,15.0,18.2,24.1,16.4,7.6,5.8,3.8,18157,18157
Berlin,NH,10143,458,531,483,515,657,1109,1085,1511,916,679,865,804,530,5367,2.2,1.6,16.0,18.6,25.0,23.7,4.9,5.5,2.5,25319,25319
Berlin,WI,4649,284,341,257,349,332,492,662,581,246,272,409,248,176,2359,4.8,4.2,21.4,21.3,20.3,18.5,3.8,3.2,2.6,27380,27380
Berne,IN,5387,343,376,307,241,447,531,623,636,369,279,507,398,330,2587,1.4,3.5,20.6,24.3,28.6,14.0,2.5,2.1,2.9,24237,24237
Berrien Springs,MI,7685,381,250,366,678,1327,1223,1073,824,378,331,406,229,219,4494,0.8,3.5,16.1,24.9,20.6,14.0,7.4,6.0,6.8,10190,10190
Berryville,AR,4952,593,491,351,240,374,816,614,613,148,102,354,155,101,2133,0.0,1.5,59.8,15.1,16.9,3.8,0.0,0.0,2.9,21449,21449
Berryville,VA,4194,272,196,323,391,159,514,386,486,350,241,358,329,189,1897,0.0,0.0,10.5,14.7,19.3,12.3,8.3,12.5,22.4,43132,43132
Bethany,MO,2392,104,188,137,84,150,420,214,303,107,169,226,196,94,1203,2.7,4.2,30.9,29.0,17.8,10.8,0.0,4.6,0.0,23535,23535
Bethel,AK,4637,416,340,323,531,291,663,706,570,323,177,195,83,19,2797,1.2,1.4,5.2,10.9,18.5,15.6,5.4,27.9,13.9,42531,42531
Bethel,OH,3631,152,381,344,265,261,304,563,486,234,178,266,144,53,1512,8.1,4.8,17.8,24.7,20.3,14.2,3.6,4.8,1.6,22468,22468
Beulah,ND,2964,162,137,268,204,57,410,232,514,322,160,227,173,98,1666,4.4,5.1,12.7,12.4,11.6,8.2,6.1,27.6,11.9,27167,27167
Bicknell,IN,3485,216,242,271,240,204,282,577,561,178,206,337,155,16,1473,4.6,0.1,10.1,37.8,21.9,9.0,6.8,4.7,4.9,27191,27191
Big Bear City,CA,17176,1081,807,1049,958,1308,1938,1587,2517,1363,1523,1618,1049,378,7629,2.9,10.9,16.8,16.2,17.2,10.6,8.4,7.5,9.7,25754,25754
Big Lake,TX,3120,173,333,224,259,96,441,387,430,247,133,202,130,65,1502,5.9,3.8,16.3,12.9,16.5,15.7,9.7,15.5,3.7,30391,30391
Big Pine Key,FL,8637,330,178,257,260,302,921,1151,1486,789,898,1087,677,301,4731,0.9,7.0,14.8,20.3,21.4,10.7,9.7,5.5,9.8,28505,28505
Big Rapids,MI,14362,505,467,733,2529,4111,1692,900,951,632,512,743,441,146,8770,10.5,1.9,18.6,19.7,23.7,12.0,5.6,4.5,3.5,8170,8170
Big Spring,TX,28601,1801,1951,1837,1643,2423,4516,4103,3913,1624,1468,1713,1145,464,11715,4.4,8.5,16.0,21.1,21.3,12.3,4.9,5.7,5.7,26818,26818
Big Stone Gap,VA,8357,566,309,365,560,569,1313,1220,1029,590,606,563,405,262,3205,4.1,1.9,17.0,28.4,18.0,16.0,2.5,6.3,5.8,21043,21043
Billings,MT,119597,7807,8587,7244,7201,8227,17815,14147,15487,8085,7177,9394,5515,2911,67416,1.6,5.0,15.7,21.2,20.1,13.5,6.4,7.9,8.6,27297,27297
Binghamton,NY,156272,8037,8227,8330,13051,16517,18763,15696,20323,10790,9360,13206,9084,4888,79829,1.7,3.6,15.8,18.4,21.8,15.4,6.7,8.0,8.6,24762,24762
Birch Bay,WA,12494,650,761,883,478,609,1174,1560,1495,938,1226,1828,655,237,6326,1.2,2.8,9.7,13.1,26.2,14.9,5.1,13.2,13.7,36954,36954
Birmingham,AL,757446,50251,50320,49159,48578,51145,110253,98746,102563,51409,45111,55512,30883,13516,388252,2.0,4.0,14.2,16.4,20.5,15.3,6.4,9.4,11.7,31255,31255
Bisbee,AZ,5297,266,333,253,205,239,494,622,576,558,504,702,374,171,2526,7.1,9.1,16.8,16.2,21.7,6.9,8.6,3.9,9.7,21729,21729
Biscoe,NC,2947,345,145,255,272,192,393,343,215,159,145,252,156,75,1180,2.6,9.1,26.1,18.1,22.6,13.3,4.3,3.5,0.6,17845,17845
Bishop,CA,10029,583,491,720,666,559,1026,1063,1336,663,778,1185,599,360,5126,2.3,3.0,14.5,15.3,22.1,17.8,4.1,12.1,8.7,26296,26296
Bishop,TX,2995,264,148,155,216,253,364,385,374,167,154,293,157,65,1472,2.6,8.8,14.8,17.9,20.4,17.6,6.3,5.3,6.1,28066,28066
Bishopville,SC,4815,408,377,127,148,455,949,501,709,299,232,342,167,101,920,0.4,5.0,52.6,17.0,7.2,11.7,2.2,3.9,0.0,20710,20710
Bismarck,ND,89277,5992,5814,4815,5164,6951,13659,10591,11180,6566,5080,6642,4073,2750,53119,1.8,3.2,11.2,20.0,24.9,17.0,6.2,8.8,6.9,33190,33190
Blackfoot,ID,15834,1565,1582,1413,1047,981,2384,1804,1701,868,590,1001,630,268,7601,5.2,7.5,22.1,23.7,15.3,12.3,2.3,5.7,5.9,22440,22440
Black River Falls,WI,5647,244,201,372,245,394,919,869,754,371,314,493,279,192,2742,3.3,5.6,23.3,15.0,29.5,17.4,0.4,4.3,1.2,24970,24970
Blacksburg,VA,91702,4042,3547,3597,12880,23761,12680,8414,7833,3319,3345,4569,2350,1365,56045,2.8,6.6,16.5,15.6,21.4,12.2,7.3,7.9,9.8,13237,13237
Blackshear,GA,4192,453,355,114,308,306,475,433,404,314,167,495,211,157,1575,5.3,5.0,19.7,20.3,28.2,10.3,0.0,2.1,9.1,21766,21766
Blackstone,VA,3188,80,157,232,322,131,421,491,471,117,79,395,188,104,1431,2.3,6.3,15.8,11.4,30.0,19.3,0.0,10.7,4.3,31602,31602
Blackwell,OK,6641,480,493,478,236,393,939,661,895,367,376,644,427,252,3425,1.0,6.6,25.2,19.6,25.7,12.3,2.7,2.7,4.2,24401,24401
Blair,NE,7914,459,424,689,536,450,1209,787,1032,652,413,543,445,275,4362,1.3,4.3,8.2,23.7,27.1,19.9,5.7,4.4,5.4,31715,31715
Blairsville,PA,6808,502,393,388,406,724,787,818,825,327,284,669,463,222,3284,1.0,2.2,16.8,23.0,16.2,21.4,3.2,12.8,3.5,25561,25561
Blakely,GA,3481,276,347,270,228,223,335,370,316,250,239,382,162,83,1421,5.3,6.0,26.8,11.5,21.9,8.6,8.3,8.5,3.1,27813,27813
Blanchard,OK,4027,316,373,283,276,352,411,559,586,183,211,292,115,70,1921,0.6,4.3,17.7,16.1,21.8,11.1,4.6,10.7,13.2,29210,29210
Blanchester,OH,4187,299,260,318,371,242,593,443,422,233,329,343,252,82,2056,0.8,9.6,11.6,18.1,35.0,11.4,3.3,6.1,4.1,27078,27078
Blanding,UT,3463,270,438,451,451,179,312,387,379,128,165,160,76,67,1431,5.1,3.9,7.3,16.0,21.3,21.6,4.5,14.9,5.5,23750,23750
Blissfield,MI,3053,180,264,215,115,117,383,473,419,199,179,238,238,33,1800,5.1,1.8,14.0,10.0,27.9,19.6,12.2,6.6,3.0,31319,31319
Bloomer,WI,3284,369,253,158,163,86,642,257,294,137,287,248,259,131,1597,2.9,1.1,25.6,19.3,32.2,12.2,4.1,1.4,1.3,31521,31521
Bloomfield,IN,2507,128,154,157,250,144,211,280,380,186,147,225,135,110,1347,1.2,3.5,11.5,19.7,34.1,13.2,5.8,5.7,5.4,31366,31366
Bloomfield,NM,9255,1038,950,393,312,1006,1245,845,1267,553,517,679,252,198,4503,5.5,4.7,16.7,17.5,20.3,13.4,8.1,9.8,4.1,27394,27394
Bloomington,IN,112479,5201,4873,4524,13474,26926,17819,10922,9450,4855,3793,5708,3331,1603,71608,2.2,5.6,16.6,20.5,20.5,11.9,4.7,8.5,9.5,13595,13595
Bloomington--Normal,IL,135834,8383,8502,7874,12069,20480,19180,16249,15531,7446,6389,7394,3993,2344,81402,1.4,3.7,12.4,16.3,16.4,14.9,8.0,12.7,14.1,27238,27238
Bloomsburg--Berwick,PA,53506,2650,2423,2591,4835,7079,6447,5346,6309,3597,3183,4328,3038,1680,26325,2.1,2.9,17.0,21.9,21.7,15.2,5.5,7.3,6.4,26465,26465
Blountstown,FL,4840,81,299,175,174,479,958,736,736,295,190,330,237,150,1248,3.2,14.2,11.1,19.4,23.7,19.4,2.7,3.9,2.4,16611,16611
Blue Earth,MN,3190,136,169,214,231,161,300,241,394,284,202,324,375,159,1652,3.9,3.0,21.0,26.6,16.8,12.1,6.6,1.9,8.2,25811,25811
